15.62	9.764
26.98	20.863
61.06	49.9795
63.19	61.054
66.74	57.5615
63.9	61.5945
5.68	4.483
65.32	56.7175
85.2	71.526
0.71	-10.8685
86.62	72.784
44.73	41.4945
54.67	44.2285
31.24	27.322
51.12	36.8565
96.56	87.302
57.51	47.7135
43.31	40.544
88.04	88.895
9.23	-3.6565
17.75	7.2665
44.02	41.3035
19.88	10.061
62.48	62.459
24.14	19.0595
50.41	46.6195
83.78	71.7335
33.37	29.7025
34.08	31.455
29.11	27.0895
93.01	90.1945
58.93	49.141
38.34	25.512
92.3	87.0425
78.1	68.9935
62.48	62.213
0	-13.1475
90.88	88.7575
11.36	4.838
29.11	18.0295
36.21	27.579
21.3	20.2305
18.46	11.1835
81.65	75.269
36.21	34.1445
30.53	21.5945
40.47	31.3065
50.41	44.1655
78.81	70.7475
19.17	6.435
76.68	72.819
61.06	55.7005
17.75	11.717
38.34	34.536
16.33	8.7055
35.5	24.772
74.55	73.197
82.36	74.629
20.59	17.7235
93.72	87.558
50.41	49.5175
58.22	48.0545
90.88	79.777
52.54	50.0275
72.42	70.038
95.14	87.433
75.26	72.6005
24.14	23.297
21.3	18.6945
66.03	64.527
6.39	-0.6855
71.71	70.606
53.96	40.5215
93.01	86.6515
39.05	38.1725
37.63	24.0715
11.36	1.1315
85.2	73.1895
5.68	-7.5155
58.93	50.2495
33.37	23.845
29.82	25.377
85.91	73.316
24.14	13.5965
66.03	65.046
33.37	26.3785
46.86	39.5475
84.49	80.656
22.01	17.5235
75.26	63.866
33.37	31.276
32.66	28.6235
46.15	43.7035
56.09	51.4625
90.88	77.9305
39.76	36.139
71.71	63.184
79.52	72.8615
63.19	52.9735
44.02	39.001
88.04	79.6265
80.94	67.656
9.23	3.536
12.78	1.0245
86.62	75.652
75.26	75.0995
5.68	-5.693
70.29	61.437
63.9	60.672
88.75	79.2325
95.14	88.711
92.3	87.2945
38.34	34.566
78.81	72.777
56.8	52.735
12.78	-1.4475
90.88	77.3545
21.3	12.171
95.85	93.936
32.66	32.081
4.97	-8.9245
22.01	9.146
30.53	28.145
77.39	64.9445
0	-6.4605
96.56	90.2495
90.88	87.139
66.03	59.5785
89.46	82.68
42.6	31.47
42.6	30.468
91.59	78.0525
77.39	73.55
82.36	81.445
34.08	33.258
7.1	-6.5665
77.39	65.423
31.24	23.788
48.99	44.0145
85.2	73.464
22.01	20.342
51.83	51.6485
60.35	49.829
74.55	67.9695
88.04	78.8135
24.14	13.058
5.68	-0.011
25.56	16.509
80.94	79.131
85.91	72.7895
61.06	61.2385
24.14	19.01
81.65	69.2495
69.58	59.7115
53.96	46.3025
34.79	23.2625
12.07	-1.022
63.9	63.3465
73.84	63.6685
11.36	4.0835
27.69	25.959
44.02	40.507
68.16	67.161
67.45	55.879
3.55	0.3145
7.81	-0.38
76.68	68.433
91.59	88.263
61.06	48.61
32.66	32.84
93.01	88.4665
44.02	33.565
36.21	29.9505
19.88	19.5905
70.29	69.981
68.87	69.2
41.18	29.4095
88.75	80.1055
31.95	30.177
48.28	41.209
5.68	1.087
62.48	51.9755
48.99	48.7995
34.79	33.2855
3.55	-6.374
83.78	77.774
18.46	8.743
14.2	6.7525
37.63	25.3045
41.89	39.4645
49.7	46.1375
88.75	77.8255
95.14	93.2185
38.34	32.8965
72.42	66.729
4.97	2.636
51.83	47.069
58.93	51.847
31.95	20.7195
21.3	18.177
58.93	48.979
19.17	11.7165
44.73	37.539
61.06	49.843
89.46	84.123
89.46	83.3565
22.01	22.0385
25.56	18.7305
78.81	67.566
8.52	8.8425
56.09	49.355
34.08	26.3085
65.32	52.051
17.04	10.6785
9.23	4.154
33.37	29.437
77.39	70.4765
49.7	40.763
74.55	68.7525
68.16	62.838
73.13	73.109
53.96	50.723
86.62	73.699
48.99	36.0645
88.04	88.2065
69.58	64.513
0	-1.914
27.69	17.694
78.1	73.123
14.2	1.4725
38.34	28.4925
16.33	15.388
39.76	27.358
44.02	38.7175
6.39	3.0705
88.04	88.532
88.04	88.646
40.47	38.22
44.02	32.158
93.01	93.466
85.91	80.786
67.45	60.19
59.64	48.255
42.6	38.2695
9.23	6.4355
78.1	77.674
88.04	74.672
7.81	5.143
81.65	72.188
79.52	70.4405
70.29	63.171
5.68	4.189
61.77	52.1025
82.36	81.0355
43.31	41.4995
32.66	19.3625
96.56	84.818
63.9	52.4055
35.5	28.045
78.81	74.331
36.21	23.283
20.59	7.1245
36.21	29.0895
48.99	44.391
67.45	55.735
12.78	13.0515
58.22	58.142
1.42	-6.0335
52.54	41.665
73.84	65.7055
48.99	37.0065
75.97	63.2575
15.62	11.7815
12.78	3.147
12.78	7.9905
24.85	18.286
29.82	28.3725
91.59	92.2245
48.99	41.43
43.31	41.075
70.29	60.9915
77.39	72.6695
95.85	89.1285
66.03	59.601
58.93	50.2705
31.95	20.775
19.17	18.9675
80.94	80.571
12.78	7.329
9.23	-0.622
63.9	59.136
91.59	90.1005
17.04	15.564
69.58	59.704
93.01	89.8825
56.09	47.372
58.22	48.3875
71.71	65.995
85.91	78.8195
32.66	25.739
95.14	95.491
29.82	16.0335
83.07	80.8905
76.68	64.8975
23.43	11.7165
20.59	16.7215
7.81	-2.354
76.68	69.9225
39.05	35.387
41.18	33.2735
5.68	-2.3915
2.13	-8.034
96.56	89.4605
7.81	3.7705
71	65.5415
51.83	43.5395
93.01	85.4515
80.23	75.76
9.23	0.0935
87.33	74.169
7.81	7.8175
29.11	15.904
36.92	24.134
59.64	47.1015
70.29	64.386
52.54	53.11
50.41	39.1315
37.63	28.024
49.7	38.66
86.62	78.8815
85.2	78.849
31.24	22.333
51.12	50.7525
9.94	0.6835
81.65	77.795
95.85	85.0545
73.13	68.5445
8.52	0.3285
65.32	51.427
75.97	63.397
94.43	84.038
89.46	88.317
75.26	68.3165
39.76	33.0505
88.04	84.4505
72.42	70.4265
57.51	44.49
26.27	26.9975
48.28	40.963
35.5	33.1675
63.9	63.0345
43.31	29.681
77.39	66.977
8.52	6.399
4.97	-8.29
15.62	5.9525
93.72	89.2755
9.94	2.524
70.29	56.937
31.95	27.321
67.45	55.987
79.52	75.674
88.04	74.3675
34.79	34.373
26.27	25.5635
35.5	33.7555
48.99	47.778
55.38	52.884
63.19	52.0465
4.97	5.15
65.32	55.0975
48.28	42.274
17.75	15.6875
50.41	42.502
88.75	79.0825
26.98	13.9975
22.01	15.5
47.57	47.5505
7.81	0.379
73.13	64.7825
48.28	44.5615
22.01	13.1165
1.42	-8.5535
88.75	86.9395
85.2	72.144
68.87	66.557
68.87	65.273
80.94	70.2075
91.59	79.5435
0.71	-6.3895
83.78	71.7335
43.31	42.8165
44.02	30.3625
53.96	41.495
21.3	12.171
46.86	42.141
67.45	53.7835
36.21	27.345
93.72	84.966
12.07	5.476
75.26	70.9745
69.58	58.684
7.1	5.66
14.91	5.889
23.43	12.3195
23.43	19.6245
29.82	16.3245
66.03	63.027
68.87	67.226
59.64	55.3875
73.84	73.6015
88.04	79.2035
88.04	77.882
2.84	-7.423
90.88	78.4
48.28	48.9715
18.46	15.9475
93.01	81.0205
26.27	17.864
17.75	16.97
57.51	45.3975
21.3	12.903
63.19	55.8925
19.88	14.5085
30.53	27.5
20.59	11.9365
35.5	24.6475
34.79	24.377
42.6	29.772
80.23	78.9385
37.63	29.38
2.13	-9.3435
31.95	25.959
24.85	17.83
80.23	68.011
28.4	27.911
73.84	70.207
41.18	34.175
81.65	68.4545
68.87	57.347
63.9	64.017
42.6	28.599
57.51	53.7345
26.27	21.119
37.63	34.672
61.06	53.557
46.86	44.739
14.91	8.373
45.44	40.9325
67.45	67.0315
2.84	-6.4225
78.1	79.0195
36.21	28.1325
25.56	12.951
65.32	63.553
89.46	80.4585
9.23	7.598
42.6	40.827
43.31	34.4645
29.11	25.3075
92.3	89.9675
52.54	39.9115
9.23	5.9315
80.23	72.6985
83.07	79.9035
1.42	2.062
58.22	44.555
35.5	29.4445
61.06	49.306
8.52	6.9045
57.51	57.966
53.25	45.861
61.77	54.579
19.17	16.0035
38.34	25.35
83.07	69.639
68.87	62.5655
68.16	56.5095
70.29	66.594
36.92	31.4615
22.72	10.8805
6.39	0.8685
91.59	78.528
9.94	10.717
66.74	61.88
36.21	34.5495
93.01	81.0265
63.19	55.744
63.19	62.0005
51.12	44.079
31.95	22.77
24.85	14.605
47.57	40.7855
23.43	14.898
8.52	5.922
86.62	80.3515
52.54	47.68
61.06	48.019
51.12	43.7325
59.64	46.338
95.14	90.8095
22.01	15.734
86.62	73.522
36.21	35.97
83.78	82.697
73.13	60.6935
75.97	69.5875
63.9	63.804
80.94	74.787
15.62	2.588
1.42	-11.969
24.85	22.7215
